"original_text","perturbed_text","original_score","perturbed_score","original_output","perturbed_output","ground_truth_output","num_queries","result_type"
"""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem [[hoe]] accessories dea &#128064;&#128064;&#128056;&#9749;","""@wodaeeex3: I Want Snake Bites , MY Industrial Piercin &amp; A Tattoo""Dem [[s]] accessories dea &#128064;&#128064;&#128056;&#9749;",0.020958781242370605,0.9556451439857483,1,2,1,22,"Successful"
"&#8220;@thatloserbrooke: why why why why why? [[https]]://t.co/hvn6knCE6D&#8221;.....""&#8221; @tianna_iacovone&#8221;you [[ain't]] kissing any bitch anytime soon","&#8220;@thatloserbrooke: why why why why why? [[state]]://t.co/hvn6knCE6D&#8221;.....""&#8221; @tianna_iacovone&#8221;you [[nobody]] kissing any bitch anytime soon",0.00919252634048462,0.010234475135803223,1,1,1,39,"Failed"
"RT @janesports: [[As]] NFL reportedly [[asks]] [[bird-flipping]] M.I.A. for another $15M, let's revisit @SarahSpain's column on ridiculousness: http://&#8230;","RT @janesports: [[that]] NFL reportedly [[asked]] [[fellow]] M.I.A. for another $15M, let's revisit @SarahSpain's column on ridiculousness: http://&#8230;",0.012838542461395264,0.021359503269195557,2,2,2,52,"Failed"
"A [[real]] nigga [[ain't]] [[complete]] [[without]] a [[real]] [[bitch]]","A [[white]] nigga [[fucking]] [[fucking]] [[like]] a [[stupid]] [[fuck]]",0.028789877891540527,0.5420918464660645,1,0,1,171,"Successful"
"These [[hoes]] ain't loyallll","These [[children]] ain't loyallll",0.008087515830993652,0.9822606444358826,1,2,1,47,"Successful"
"stfu redneck white trash head ass","stfu redneck white trash head ass",0.6870449781417847,0.6870449781417847,0,0,1,1,"Skipped"
"[[This]] is why @[[chrisbrown]] is a [[dumb]] [[ass]] [[hoe]] [[http]]://t.co/[[VeyjlYXHzt]]","[[another]] is why @[[dick]] is a [[stupid]] [[troll]] [[ie]] [[ss]]://t.co/[[pdf]]",0.026407897472381592,0.5849337577819824,1,0,1,265,"Successful"
"Fuck [[drama]] [[class]]. [[This]] [[bitch]] [[boring]] as hell","Fuck [[science]] [[freak]]. [[a]] [[fucking]] [[racist]] as hell",0.016395390033721924,0.6372910141944885,1,0,1,155,"Successful"
"Goldiggers wanna marry me, somebody tell them [[hoes]] to see therapy.","Goldiggers wanna marry me, somebody tell them [[permission]] to see therapy.",0.022057950496673584,0.9741111993789673,1,2,1,30,"Successful"
"RT @LilReese300: @trippygalll @StoneCold__ bum ass [[bitch]] u look like a hype Thot ass u a hot ready dirty ho &#128514;","RT @LilReese300: @trippygalll @StoneCold__ bum ass [[ie]] u look like a hype Thot ass u a hot ready dirty ho &#128514;",0.04814493656158447,0.18892216682434082,1,1,1,64,"Failed"
"RT @Gavin_McInnes: Asking the gov't to cure healthcare is like asking [[retards]] to cure down's.","RT @Gavin_McInnes: Asking the gov't to cure healthcare is like asking [[anyone]] to cure down's.",0.35973626375198364,0.985701858997345,1,2,1,14,"Successful"
"RT @UNCLERUCKUS_BD: Andrew Bynum got traded and then they waived him the very [[next]] day... a nigger can't keep a job","RT @UNCLERUCKUS_BD: Andrew Bynum got traded and then they waived him the very [[following]] day... a nigger can't keep a job",0.5017651915550232,0.5159221291542053,1,0,1,18,"Successful"
"RT @gmaslsk: [[Oh]] BO-stop with the speech-like you give one tinkers damn about the [[kids]],the poor,any of the crap you are spouting-you've prov&#8230;","RT @gmaslsk: [[sorry]] BO-stop with the speech-like you give one tinkers damn about the [[ignorant]],the poor,any of the crap you are spouting-you've prov&#8230;",0.31226468086242676,0.4276926517486572,1,1,1,53,"Failed"
"I beat the [[pussy]] up- yg","I beat the [[bear]] up- yg",0.007558584213256836,0.9749248623847961,1,2,1,15,"Successful"
"RT @I_FloodsYaTL: ""@ZariaVonMars: Um [[http]]://t.[[co]]/[[Cuue9Vvc2M]]"" exactly how most of these hoes twat is setup...","RT @I_FloodsYaTL: ""@ZariaVonMars: Um [[sp]]://t.[[tel]]/[[html]]"" exactly how most of these hoes twat is setup...",0.01508253812789917,0.021472632884979248,1,1,1,104,"Failed"
"@JimNastikowski @3Quarters2Day ? Are you a race traitor or just a [[dumbass]]?","@JimNastikowski @3Quarters2Day ? Are you a race traitor or just a [[contestant]]?",0.44469714164733887,0.9776316285133362,1,2,1,53,"Successful"
"&#8220;@Whale__Tail: All I wanna do is go workout then come back home and lay in bed&#8221; jerk off, kill two birds with one stone.","&#8220;@Whale__Tail: All I wanna do is go workout then come back home and lay in bed&#8221; jerk off, kill two birds with one stone.",0.8351894617080688,0.8351894617080688,2,2,1,1,"Skipped"
"Getting off twitter jigg trynna stress me out more I don't need this type of [[heat]]&#128553;","Getting off twitter jigg trynna stress me out more I don't need this type of [[shit]]&#128553;",0.021315395832061768,0.981354832649231,2,1,2,60,"Successful"
"You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.","You a faggot if you bring a jacket to work and keep it at ya desk b/c the office is cold.",0.5377213954925537,0.5377213954925537,0,0,1,1,"Skipped"
"Isley brothers got me alot of [[pussy]] boy. Take notes","Isley brothers got me alot of [[blue]] boy. Take notes",0.008698642253875732,0.982779324054718,1,2,1,27,"Successful"
"This [[hoe]] loud...","This [[works]] loud...",0.012781143188476562,0.9740247130393982,1,2,1,41,"Successful"
"RT @CuhCuhCuh: When a [[bitch]] say ""I love you"" hit her wit the reverse psychology &amp; say ""do you?"" It work 70% of the time cuh the other 30% g&#8230;","RT @CuhCuhCuh: When a [[couple]] say ""I love you"" hit her wit the reverse psychology &amp; say ""do you?"" It work 70% of the time cuh the other 30% g&#8230;",0.0067691802978515625,0.8464852571487427,1,2,1,26,"Successful"
"@maccabeez thanks...[[bitch]].","@maccabeez thanks...[[friends]].",0.006993770599365234,0.9799031615257263,1,2,1,35,"Successful"
"@Dswizzle3 [[oh]] hell no u have no swag whats so ever not even a [[little]] [[bit]] with dem cheap ass pugs and why so have a rag on [[bitch]] u not black","@Dswizzle3 [[fucking]] hell no u have no swag whats so ever not even a [[nasty]] [[battle]] with dem cheap ass pugs and why so have a rag on [[re]] u not black",0.0356864333152771,0.25758469104766846,1,1,1,128,"Failed"
"y'all [[hoes]] avoid schemes","y'all [[must]] avoid schemes",0.013192236423492432,0.9782214760780334,1,2,1,28,"Successful"
"@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh","@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh",0.5350295901298523,0.5350295901298523,1,1,0,1,"Skipped"
"RT @[[Bdell1014]]: [[Waiting]] 90 days for pussy is like being grounded and [[looking]] at all the kids playing [[outside]] from your bedroom window.","RT @[[midnight]]: [[giving]] 90 days for pussy is like being grounded and [[gazing]] at all the kids playing [[with]] from your bedroom window.",0.008561372756958008,0.013329565525054932,1,1,1,75,"Failed"
"@sramirez07943 you're failing at that and you don't know where I live faggot","@sramirez07943 you're failing at that and you don't know where I live faggot",0.6295140981674194,0.6295140981674194,0,0,1,1,"Skipped"
"RT @jdollasignnn: @16stanleys &#128514;&#128514;&#128514;&#128514; I'm so weak! Ima go stalk him now lmfao! U lucky [[bitch]] &#128557;&#128148;&#128553;&#128514;","RT @jdollasignnn: @16stanleys &#128514;&#128514;&#128514;&#128514; I'm so weak! Ima go stalk him now lmfao! U lucky [[go]] &#128557;&#128148;&#128553;&#128514;",0.01064145565032959,0.9576388001441956,1,2,1,34,"Successful"
"All these hoes fucking, but they don't [[want]] to seem like a hoe so you [[gotta]] hit em on the low.","All these hoes fucking, but they don't [[ought]] to seem like a hoe so you [[should]] hit em on the low.",0.019788026809692383,0.03212237358093262,1,1,1,90,"Failed"
"Speaking of '09, that years [[pussy]] was phenomenal.","Speaking of '09, that years [[passing]] was phenomenal.",0.009521126747131348,0.9824681878089905,1,2,1,25,"Successful"
"RT @UglyGawd: Or fags cause if you [[post]] you found him attractive as well RT @[[JactionJ]]: Niggas who post trannys to see if a nigga thirsts ov&#8230;","RT @UglyGawd: Or fags cause if you [[said]] you found him attractive as well RT @[[queer]]: Niggas who post trannys to see if a nigga thirsts ov&#8230;",0.40828239917755127,0.5151287913322449,1,0,1,80,"Successful"
"@BUNNYDaHONEY &lt;= got all the [[hoes]]","@BUNNYDaHONEY &lt;= got all the [[points]]",0.00974893569946289,0.9871780872344971,1,2,1,52,"Successful"
"LOLOLOL RT @[[AjalaPilgrim]]: Freddy [[still]] have all the birds, doppz still a wet [[man]], harry [[still]] on parry, and we salting","LOLOLOL RT @[[t]]: Freddy [[so]] have all the birds, doppz still a wet [[bastard]], harry [[here]] on parry, and we salting",0.021199941635131836,0.9233975410461426,2,1,2,37,"Successful"
"RT @digaveliavelife: @KC_Uptown LOL shiiiiiit, one day they [[gonna]] have a have a golden statue of me lickin [[da]] [[shit]] out of some pussy in my &#8230;","RT @digaveliavelife: @KC_Uptown LOL shiiiiiit, one day they [[fucking]] have a have a golden statue of me lickin [[fucking]] [[spit]] out of some pussy in my &#8230;",0.01246178150177002,0.08898055553436279,1,1,1,70,"Failed"
"@T_FLYE he killed that [[hoe]] though","@T_FLYE he killed that [[bird]] though",0.01378089189529419,0.989202082157135,1,2,1,50,"Successful"
"RT @Dewis14: @H_ToTheOV @dbrad_80 @Coleduff24 @Peckadelic @[[bgulll1611]] you're all pussies. Only men throw whammers in their assholes","RT @Dewis14: @H_ToTheOV @dbrad_80 @Coleduff24 @Peckadelic @[[fuck]] you're all pussies. Only men throw whammers in their assholes",0.11181765794754028,0.20280295610427856,1,1,1,49,"Failed"
"@lcl03 you've been [[talking]] trash since we were [[3]] and 5.","@lcl03 you've been [[fucking]] trash since we were [[two]] and 5.",0.04002797603607178,0.9969715476036072,2,1,2,47,"Successful"
"RT @xCaramel_Jonesx: Don't be 32 on here and [[saying]] ""all my [[friends]] and everyone I know has a baby"". <SPLIT><SPLIT>Well [[bitch]]. Life.","RT @xCaramel_Jonesx: Don't be 32 on here and [[says]] ""all my [[buddies]] and everyone I know has a baby"". <SPLIT><SPLIT>Well [[shit]]. Life.",0.006781160831451416,0.017145752906799316,1,1,1,25,"Failed"
"RT @lumponthegrind: [[Great]] pussy will have you doing shit you would think you would never do","RT @lumponthegrind: [[fucking]] pussy will have you doing shit you would think you would never do",0.0142555832862854,0.045722782611846924,1,1,1,13,"Failed"
"@BrendaGisselCA that you [[got]] [[hoes]] [[damn]]","@BrendaGisselCA that you [[hate]] [[is]] [[stupid]]",0.028207600116729736,0.7168149948120117,1,0,1,73,"Successful"
"Guess who just got an apartment in downtown Columbus? That's right [[bitch]] you guessed it, this guy.","Guess who just got an apartment in downtown Columbus? That's right [[say]] you guessed it, this guy.",0.0068190693855285645,0.978248119354248,1,2,1,17,"Successful"
"@cristiannt_ [[bitch]] [[I]] [[back]] [[shit]] up [[fuck]] nigga","@cristiannt_ [[co]] [[us]] [[bloody]] [[shut]] up [[stupid]] nigga",0.1517162322998047,0.5613669157028198,1,0,1,164,"Successful"
"[[sexy]] ass [[bitch]] eating a fry @[[DoublerOrNothin]] http://t.co/GtFlfGRmTz","[[stupid]] ass [[ie]] eating a fry @[[workplace]] http://t.co/GtFlfGRmTz",0.02403348684310913,0.544988751411438,1,0,1,106,"Successful"
"@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate [[whitey]].","@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate [[people]].",0.4258984923362732,0.7374984622001648,0,2,0,24,"Successful"
"A down [[bitch]] for a [[real]] [[nigga]]","A down [[joke]] for a [[stupid]] [[game]]",0.093902587890625,0.9497337937355042,1,2,1,133,"Successful"
"@moneypulatief @[[globalriot]] Nee dat is na [[langdurig]] gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden","@moneypulatief @[[t]] Nee dat is na [[d]] gepest worden.Zoals ik al zei:in d kiem smoren.Is ook vb voor t kind hoe je moet optreden",0.1983979344367981,0.8621012568473816,2,1,2,53,"Successful"
"b/c she likes black men and rap [[music]]? Huh lol RT @Magssca: @WaymoTheGod in general she wants to be colored","b/c she likes black men and rap [[tures]]? Huh lol RT @Magssca: @WaymoTheGod in general she wants to be colored",0.2063024640083313,0.41178953647613525,2,2,2,38,"Failed"
"@maddieevaans u call ur bestie a [[bitch]] I'm guessing she's a dog that barks too much","@maddieevaans u call ur bestie a [[bit]] I'm guessing she's a dog that barks too much",0.007966458797454834,0.9860485196113586,1,2,1,27,"Successful"
"The last time your [[pussy]] was salmon pink was. ....","The last time your [[nose]] was salmon pink was. ....",0.01249849796295166,0.9869764447212219,1,2,1,56,"Successful"
"@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga","@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga",0.689058244228363,0.689058244228363,1,1,0,1,"Skipped"
"I don't put nothing pass nobody when it comes money n [[pussy]].","I don't put nothing pass nobody when it comes money n [[weapons]].",0.006534159183502197,0.9886968731880188,1,2,1,58,"Successful"
"RT @Wavvvy__: Gucci Mane locked up [[rn]] and u [[want]] to talk about our relationship status rn [[bitch]] shut up we gotta free this nigga [[first]]","RT @Wavvvy__: Gucci Mane locked up [[online]] and u [[hope]] to talk about our relationship status rn [[ie]] shut up we gotta free this nigga [[here]]",0.05045825242996216,0.19738060235977173,1,1,1,65,"Failed"
"[[Come]] [[home]] from [[work]] to Bridesmaids, Twinkies and a [[bottle]] of wine #[[bestroommateever]] @TheFaithAnne","[[hell]] [[straight]] from [[hell]] to Bridesmaids, Twinkies and a [[martini]] of wine #[[x]] @TheFaithAnne",0.01912224292755127,0.6083753108978271,2,1,2,171,"Successful"
"My down bitch &#128074; my crime partner &#128176;&#128299; [[ima]] bitch when he get mad &#128080; my lil doctor &#128155;&#128153;&#128149;","My down bitch &#128074; my crime partner &#128176;&#128299; [[dat]] bitch when he get mad &#128080; my lil doctor &#128155;&#128153;&#128149;",0.009647190570831299,0.010266602039337158,1,1,1,54,"Failed"
"RT @papichuIo: My soul mate probably some [[ho]] around the corner","RT @papichuIo: My soul mate probably some [[dog]] around the corner",0.09120607376098633,0.9625820517539978,1,2,1,58,"Successful"
"It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl","It's so shady when you bitches talk to guys w/ girlfriends that's so disrespectful to do to another girl",0.9903525114059448,0.9903525114059448,1,1,0,1,"Skipped"
"Lol I see what you did there RT @JayWiz614: @[[ItsNotHarold]] hell yeah bitches hate that shit","Lol I see what you did there RT @JayWiz614: @[[fuck]] hell yeah bitches hate that shit",0.02095627784729004,0.040868520736694336,1,1,1,32,"Failed"
"She sent me one back, but I [[ain't]] even read it. Cause [[pussys]] only pussy and I get it when I need it..","She sent me one back, but I [[have]] even read it. Cause [[fuck]] only pussy and I get it when I need it..",0.006410002708435059,0.010571897029876709,1,1,1,22,"Failed"
"Thirsty fo da [[bitches]] saggin my pants n shit ... Shit i [[paid]] this much for the belt i betta crack a [[bitch]]","Thirsty fo da [[fuck]] saggin my pants n shit ... Shit i [[pay]] this much for the belt i betta crack a [[fucking]]",0.02528214454650879,0.1410667896270752,1,1,1,60,"Failed"
"RT @[[TreLeKidd]]: Yo [[bitch]] is Gucci Mane RT @JabariTheGreat : [[My]] bitch a stoner &#128175;&#128175; [[http]]://t.[[co]]/4UVjjbeqDD","RT @[[fuck]]: Yo [[ma]] is Gucci Mane RT @JabariTheGreat : [[damn]] bitch a stoner &#128175;&#128175; [[state]]://t.[[fuck]]/4UVjjbeqDD",0.010935604572296143,0.02479308843612671,1,1,1,149,"Failed"
"RT @fvxxk: A female will automatically assume you have hoes if she [[finds]] you attractive. &#128543;","RT @fvxxk: A female will automatically assume you have hoes if she [[believes]] you attractive. &#128543;",0.009779572486877441,0.010311007499694824,1,1,1,48,"Failed"
"RT @ImNotaPlayerTho: [[Still]] trying to hit this hoe...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX","RT @ImNotaPlayerTho: [[now]] trying to hit this hoe...... &#128133;&#128133;&#128133;&#128133; http://t.co/jbHjMpY1gX",0.017154157161712646,0.01802879571914673,1,1,1,22,"Failed"
"Nah bitch apples apples [[apples]]!<SPLIT><SPLIT>but bitch nawl cuz oranges [[oranges]] oranges! [[bitch]]. [[You]] dumb as fuck.","Nah bitch apples apples [[tits]]!<SPLIT><SPLIT>but bitch nawl cuz oranges [[fucking]] oranges! [[stupid]]. [[you]] dumb as fuck.",0.03842812776565552,0.140580952167511,1,1,1,93,"Failed"
"""[[Used]] to have a girlfriend, now all [[I]] got is hoes.. [[I]] was lookin for a [[good]] girl, but she was fuckin on the low.""","""[[got]] to have a girlfriend, now all [[you]] got is hoes.. [[it]] was lookin for a [[bad]] girl, but she was fuckin on the low.""",0.01225966215133667,0.017152786254882812,1,1,1,30,"Failed"
